i,area,seg,vect,wall_width,smbl_class,att,norm,att+norm,total
66,458450,1.0179301999999097,0.6684058999999252,2.217709100000093,0.3825561999999536,0.004994899999928748,0.002297199999929944,0.007292099999858692,4.29389349999974
67,462031,0.9970464000000447,0.3550915000000714,1.8849585000000388,0.18205310000007557,0.005980700000009165,0.0015630000000328437,0.0075437000000420085,3.4266932000002726
68,186594,0.48099569999999403,0.7008836999998493,0.8821692999999868,0.1581237999998848,0.005406900000025416,0.0015149999999266583,0.006921899999952075,2.229094399999667
69,395920,0.7296874000001026,1.2662456000000475,4.38422700000001,0.34466859999997723,0.01879230000008647,0.002616799999941577,0.021409100000028047,6.746237700000165
70,473824,1.0736852,0.2807090999999673,1.4162372000000687,0.17530140000008032,0.005027699999800461,0.0013784000000214292,0.00640609999982189,2.952338999999938
71,167178,0.45723400000019865,0.09708049999994728,0.3562054999999873,0.23606459999996332,0.004005900000038309,0.0012331999998878018,0.005239099999926111,1.1518237000000227
72,483000,0.8764859000000342,0.5413813000000118,3.2528385999999045,0.3089385000000675,0.016917700000021796,0.0016424000000370143,0.01856010000005881,4.998204400000077
73,96824,0.45391029999996135,0.038974900000084745,0.08751189999998132,0.013248799999928451,0.0024791999999251857,0.0010091000001466455,0.003488300000071831,0.5971342000000277
74,1572816,4.04246349999994,5.002982900000006,25.72969760000001,0.5127411999999367,0.0753973999999289,0.00328839999997399,0.07868579999990288,35.366570999999794
75,557535,1.2317356000000927,1.533107599999994,5.41942569999992,0.19576809999989564,0.03141589999995631,0.002124800000046889,0.0335407000000032,8.413577699999905
76,882112,1.7600337999999738,0.3867519000000357,2.978771300000062,0.18044190000000526,0.004311599999937243,0.0019948999999996886,0.006306499999936932,5.312305400000014
77,489900,1.1519455000000107,0.893190499999946,3.559052000000065,0.2105681000000459,0.009307499999977153,0.001726699999835546,0.0110341999998127,5.8257902999998805
78,164825,0.5491758000000573,0.34408350000012433,0.656335499999841,0.15884170000003905,0.007892500000025393,0.0017826999999215332,0.009675199999946926,1.7181117000000086
79,962104,1.7229045000001406,0.49640070000009473,4.204665499999919,0.1508716999999251,0.004606199999898308,0.0013564999999289284,0.005962699999827237,6.580805099999907
81,459499,0.8508193000000119,1.0874443000000156,4.314447299999983,0.35928390000003674,0.019996499999933803,0.0024657000001298,0.022462200000063604,6.634457000000111
82,155779,0.5241140000000541,0.04302159999997457,0.17552789999990637,0.13125900000000001,0.0010454000000663655,0.0010010999999394699,0.0020465000000058353,0.8759689999999409
83,561344,0.9976775000000089,1.9997022999998535,6.113138400000025,0.5511470000001282,0.02451259999998001,0.002535200000011173,0.027047799999991184,9.688713000000007
84,89585,0.469402799999898,0.09523190000004433,0.275401200000033,0.19334850000018378,0.0015540000001692533,0.0027238000000124885,0.004277800000181742,1.0376622000003408
85,1058400,1.816434099999924,4.436419600000136,17.479614699999956,0.2117768000000524,0.025572699999884208,0.0036973999999645457,0.029270099999848753,23.973515299999917
86,514710,1.092084800000066,0.7733006999999361,3.7074605000000247,0.25606700000003,0.008145199999944452,0.0024514000001545355,0.010596600000098988,5.839509600000156
87,482230,1.0838936000000103,0.6020240000000285,3.2436725000000024,0.2283010999999533,0.007250800000065283,0.0019697999998697924,0.009220599999935075,5.16711179999993
88,165564,0.5931062999998176,0.3359356000000844,0.7508941999999479,0.2613701000000219,0.004735600000003615,0.0018906000000242784,0.006626200000027893,1.9479323999998996
89,210141,0.42581109999991895,0.608540800000128,1.2607077000000118,0.2925488000000769,0.008164800000031391,0.0023108000000320317,0.010475600000063423,2.598084000000199
90,762840,1.5615426000001662,1.05284719999986,5.98833720000016,0.2625701999998,0.010044600000128412,0.0021798000000217144,0.012224400000150126,8.877521600000136
91,324852,0.7284217999999782,1.7788864999999987,4.863577999999961,0.5553913999999622,0.059959799999887764,0.0055138000000169995,0.06547359999990476,7.991751299999805
92,229392,0.5776075999999648,0.6975159000000986,1.438578600000028,0.33806319999985135,0.017202399999860063,0.0022353999997903884,0.01943779999965045,3.071203099999593
93,530439,1.1302431000001434,2.3567471000001206,7.940660900000239,0.6615738999998939,0.07357369999999719,0.0039050000000315777,0.07747870000002877,12.166703700000426
94,721752,1.604978000000301,1.3962271999998848,6.146957899999961,0.31486820000009175,0.020263599999907456,0.0025583999999980733,0.02282199999990553,9.485853300000144
95,331344,0.7820778000000246,0.582031299999926,1.5922921000001224,0.25471299999981056,0.010426800000004732,0.0020942000001014094,0.012521000000106142,3.2236351999999897
96,281504,0.7083998999996766,0.5741640000001098,1.4933999999998377,0.34843050000017683,0.012965700000222569,0.0018044000003101246,0.014770100000532693,3.1391645000003336
97,557370,1.2254351000001407,1.6275463000001764,6.045223000000078,0.3264262000002418,0.026063199999953213,0.0025434999997742125,0.028606699999727425,9.253237300000364
98,277760,0.7761249000000134,0.3994489999995494,1.4021907000001193,0.2608414000001176,0.005457400000068446,0.0016767000001891574,0.007134100000257604,2.8457401000000573
99,271830,0.6455688999999438,0.406787599999916,1.1731709999999111,0.13074990000040998,0.0028253999998923973,0.0018350999998801854,0.004660499999772583,2.3609378999999535
