i,area,seg,vect,wall_width,smbl_class,att,norm,att+norm,total
55,442395,0.7928015999996205,0.598559999999452,2.287063499999931,0.16625359999943612,0.01364469999953144,0.001621000000341155,0.015265699999872595,3.8599443999983123
56,307881,0.630960700000287,0.3379371999999421,1.3867973000005804,0.1218033999994077,0.010208400000010442,0.0016884999995454564,0.011896899999555899,2.489395499999773
57,393624,0.7656665000004068,0.28690540000025067,1.7931822000000466,0.07840350000060425,0.0043667999998433515,0.0014481999996860395,0.005814999999529391,2.9299726000008377
58,827034,1.632999400000699,0.6133287000002383,4.142034400000739,0.3483308000004399,0.007804799999576062,0.0020167000002402347,0.009821499999816297,6.746514800001933
59,518295,0.915962899999613,0.4873562000002494,3.1258091999998214,0.20839249999971798,0.015736700000161363,0.001527899999928195,0.01726460000008956,4.754785399999491
60,185265,0.3619453999999678,0.21740830000089773,0.6034376999996311,0.10748599999988073,0.005965899999864632,0.0015806000001248321,0.007546499999989464,1.2978239000003668
61,560898,0.996311699999751,2.739068899999438,7.549881699999787,0.5514952000003177,0.08600800000021991,0.002641099999891594,0.0886491000001115,11.925406599999405
62,271765,0.483223100000032,0.5888623999999254,1.382766900000206,0.1563339000003907,0.009702600000309758,0.001793299999917508,0.011495900000227266,2.6226822000007814
63,506880,0.9730091999999786,0.28132800000003044,1.5847379000006185,0.09455090000028576,0.0038489999997182167,0.0012618999999176594,0.005110899999635876,2.938736900000549
64,392905,0.8249972999992679,0.8197824999997465,2.522223500000109,0.24309710000034102,0.013151699999980337,0.0017146000000138883,0.014866299999994226,4.424966699999459
65,325260,0.7279364000005444,0.26557339999999385,1.347259699999995,0.06538919999911741,0.00733349999973143,0.00175530000069557,0.009088800000427,2.4152475000000777
66,458450,0.8640358000002379,0.37046529999952327,1.9622944000002462,0.1442659000003914,0.004261000000042259,0.0014559999999619322,0.005717000000004191,3.346778400000403
67,462031,0.9502737000002526,0.43494730000020354,1.8660233999999036,0.22477490000073885,0.006776500000341912,0.0014313000001493492,0.008207800000491261,3.48422710000159
68,186594,0.3399510999997801,0.5729759000005288,0.9944444000002477,0.06814770000073622,0.004922600000099919,0.0017834999998740386,0.006706099999973958,1.9822252000012668
69,395920,0.6831987999994453,1.6585956000008082,4.4916417000004,0.39488929999970424,0.02322710000044026,0.0028486000001066714,0.02607570000054693,7.254401100000905
70,473824,0.8166372999994564,0.34193820000018604,1.5861263999995572,0.12115739999990183,0.0051187999997637235,0.001314000000093074,0.0064327999998567975,2.8722920999989583
71,167178,0.4324248999992051,0.14026879999983066,0.43427320000046166,0.09587239999927988,0.005778700000519166,0.0012209999995320686,0.006999700000051234,1.1098389999988285
72,483000,0.8612708000000566,0.5471632000007958,3.2607712999997602,0.23660469999958877,0.016693300000042655,0.0018566999997347011,0.018549999999777356,4.924359999999979
73,96824,0.23471069999959582,0.048694399999476445,0.10355950000030134,0.011273200000687211,0.001333899999735877,0.0010966999998345273,0.002430599999570404,0.4006683999996312
74,1572816,5.306712600000537,5.695282499999848,24.736746200000198,0.49423550000028627,0.0675307999999859,0.003514099999847531,0.07104489999983343,36.3040217000007
75,557535,1.1517433999997593,1.7630611000004137,5.390006299999186,0.3057378000003155,0.0388373000005231,0.0022816999999122345,0.041119000000435335,8.65166760000011
76,882112,1.7490436999996746,0.37676490000012564,2.999853599999369,0.25411720000010973,0.006825800000115123,0.0014590000000680448,0.008284800000183168,5.388064199999462
77,489900,1.0821576000007553,0.5912468999995326,3.295172099999945,0.2918766000002506,0.010372600000664534,0.001967999999578751,0.012340600000243285,5.272793800000727
78,164825,0.3770245999994586,0.28590540000004694,0.6407945000000836,0.07313180000073771,0.008631100000457081,0.0015463999998246436,0.010177500000281725,1.3870338000006086
79,962104,2.005443300000479,0.7006224000006114,4.562232400000539,0.3570002000005843,0.004655499999898893,0.0016480000003866735,0.006303500000285567,7.6316018000025
81,459499,1.2588955999999598,0.8518388000002233,3.538528199999746,0.24995450000005803,0.015243200000440993,0.0019233000002714107,0.017166500000712404,5.9163836000006995
82,155779,0.42392329999984213,0.0449242000004233,0.16776500000014494,0.0604432000000088,0.002960499999971944,0.0015036999993753852,0.004464199999347329,0.7015198999997665
83,561344,1.3099272999997993,1.4661145999998553,5.191127000000051,0.40552019999995537,0.01689429999987624,0.0022835999998278567,0.019177899999704096,8.391866999999365
84,89585,0.29888219999975263,0.08241249999991851,0.22650339999927382,0.062181600000258186,0.001359200000479177,0.0013566999996328377,0.002715900000112015,0.6726955999993152
85,1058400,2.3509486999992077,3.688347000000249,14.927953399999751,0.2671333999996932,0.020115399999667716,0.0034462999992683763,0.023561699998936092,21.257944199997837
86,514710,1.278850799999418,0.4875859000003402,2.9682739999998375,0.3707779999995182,0.009920600000441482,0.0016079000006357091,0.011528500001077191,5.117017200000191
87,482230,1.1927797999996983,0.4293441999998322,2.718664699999863,0.21541439999964496,0.006730800000696036,0.0017948999993677717,0.008525700000063807,4.564728799999102
88,165564,0.41167679999944085,0.23076639999999315,0.45820240000011836,0.10707579999962036,0.008579399999689485,0.0014266999996834784,0.010006099999372964,1.2177274999985457
89,210141,0.4700620000003255,0.4380695999998352,0.9074735000003784,0.10144469999977446,0.010913000000073225,0.0015260000000125729,0.012439000000085798,1.9294888000003994
90,762840,1.9288903999995455,0.6681567000005089,4.6267998999992415,0.24461750000045868,0.006742399999893678,0.0018522999998822343,0.008594699999775912,7.47705919999953
91,324852,0.808777100000043,1.3094256000003952,3.710237400000551,0.4561279999998078,0.049286999999822,0.003484799999569077,0.05277179999939108,6.337339900000188
92,229392,0.5095264999999927,0.576535999999578,1.1747161000002961,0.1898071000005075,0.023111399999834248,0.0016752999999880558,0.024786699999822304,2.4753724000001966
93,530439,1.348786200000177,1.649290899999869,6.6956240999998045,0.56568309999966,0.04966909999984637,0.002689799999643583,0.05235889999948995,10.311743199999
94,721752,1.8176606999995784,1.153675900000053,5.5043870999998035,0.3787970999992467,0.022085499999775493,0.0020576999995682854,0.02414319999934378,8.878663999998025
95,331344,0.8397283000003881,0.48307930000009947,1.2210175000000163,0.11158029999933206,0.009813199999371136,0.0017938999999387306,0.011607099999309867,2.667012499999146
96,281504,0.7074698999995235,0.4264837999999145,1.2867910000004485,0.17430530000001454,0.011915600000065751,0.0017296999994869111,0.013645299999552662,2.6086952999994537
97,557370,1.3021720000006098,1.4179284000001644,5.161893399999826,0.359048299999813,0.025073499999962223,0.0024660999997649924,0.027539599999727216,8.26858170000014
98,277760,0.6720161000002918,0.3022812999997768,1.042505400000664,0.1116530999997849,0.00513169999976526,0.002151900000171736,0.007283599999936996,2.1357395000004544
99,271830,0.6957400999999663,0.23475950000010926,0.6966950000005454,0.05234699999982695,0.0021070000002509914,0.0014411000001928187,0.00354810000044381,1.6830897000008918
